1.0,1.050,1.100,1.150,1.200,1.150,1.200,1.150,1.200,1.150,1.200,1.250,1.200,1.250
0.0,-0.050,-0.100,-0.050,-0.100,-0.150,-0.100,-0.150,-0.200,-0.250,-0.200,-0.250,-0.200
