0.5,0.450,0.400,0.350,0.300,0.250,0.200,0.150,0.100,0.050,0.100,0.050,0.100,0.050,0.100,0.050,0.000,-0.050,0.000,0.050,0.100,0.150,0.200,0.250,0.300
0.0,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.400,0.450,0.400,0.450,0.400,0.450,0.400,0.450,0.400,0.350,0.300,0.250,0.200,0.150,0.100
