1.0,0.950,0.900,0.850,0.800,0.750,0.700,0.650,0.600,0.550,0.500,0.450,0.500,0.450,0.400,0.350,0.300,0.250,0.200,0.150,0.200,0.250,0.300
0.0,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.400,0.350,0.400,0.350,0.300,0.250,0.200,0.250,0.300,0.250,0.200,0.150
